"places","lon","lat"
"Pollock Pines, CA, United States",-120.5865935,38.7612923
"Port Angeles, WA, United States",-123.4307413,48.118146
"Portland, TX, United States",-97.3238805,27.8772463
"Franklin, WI, United States",-88.0384195,42.888627
"Lawton, OK, United States",-98.3959291,34.6035669
"Juneau, AK, United States",-134.4197222,58.3019444
"Hastings On Hudson, NY, United States",-73.8787461,40.994542
"Bend, OR, United States",-121.3153096,44.0581728
"Kankakee, IL, United States",-87.8611531,41.1200325
"Oviedo, FL, United States",-81.2081203,28.669997
"Woodland, CA, United States",-121.7732971,38.6785157
"Coweta, OK, United States",-95.650814,35.9517674
"Grayson, GA, United States",-83.95574,33.8942729
"Canton, MS, United States",-90.0367512,32.6126381
"Dartmouth, MA, United States",-70.9704787,41.6130323
"Springfield, IL, United States",-89.6501481,39.7817213
"Largo, FL, United States",-82.7873244,27.9094665
"Athens, GA, United States",-83.357567,33.9519347
"West Frankfort, IL, United States",-88.9233622,37.8985966
"Leavenworth, KS, United States",-94.9224637,39.3111112
"Galt, CA, United States",-121.2999485,38.2546373
"South Yarmouth, MA, United States",-70.1847413,41.6667779
"East Bend, NC, United States",-80.512558,36.2165279
"Lovelock, NV, United States",-118.4734808,40.1793537
"Gresham, OR, United States",-122.4302013,45.5001357
"Seguin, TX, United States",-97.9647269,29.5688411
"Naranja, FL, United States",-80.4228332,25.5181647
"Muncie, IN, United States",-85.3863599,40.1933767
"Grifton, NC, United States",-77.4374641,35.3726629
"Bemidji, MN, United States",-94.8858492,47.4875361
"Holiday, FL, United States",-82.7395454,28.18779
"Danbury, CT, United States",-73.4540111,41.394817
"Country Club Hills, IL, United States",-87.7203257,41.5680898
"Hays, NC, United States",-81.1156388,36.2498543
"Blue Island, IL, United States",-87.6800486,41.6572562
"Conway, AR, United States",-92.4421011,35.0886963
"Manning, SC, United States",-80.2109134,33.6951627
"Milburn, OK, United States",-96.5491654,34.2409271
"Kerrville, TX, United States",-99.1403189,30.0474332
"Jersey City, NJ, United States",-74.0776417,40.7281575
"Valhalla, NY, United States",-73.7751326,41.0748188
"Taylor, MI, United States",-83.2696509,42.240872
"Childress, TX, United States",-100.2040019,34.4264529
"Centennial, CO, United States",-104.8771726,39.5807452
"Mountain Home, ID, United States",-115.6911975,43.1329504
"Monticello, AR, United States",-91.7909639,33.6289974
"Oxford, MI, United States",-83.2646624,42.8247524
"Quaker Hill, CT, United States",-72.1122491,41.4035625
"Mount Hermon, LA, United States",-90.295925,30.9601803
"Fallon, NV, United States",-118.7770407,39.4748693
"Saint Cloud, FL, United States",-81.2811801,28.2489016
"Peabody, MA, United States",-70.9286609,42.5278731
"Bessemer City, NC, United States",-81.28397,35.2848579
"Martinsville, IN, United States",-86.4283279,39.4278253
"Miami Gardens, FL, United States",-80.2456045,25.9420377
"Butler, PA, United States",-79.8953328,40.8611755
"Sierra Vista, AZ, United States",-110.2772856,31.5455001
"Hyde Park, MA, United States",-71.1240559,42.2565289
"Pekin, IL, United States",-89.640658,40.5675388
"Batesville, AR, United States",-91.6409721,35.769799
"Lake Elmo, MN, United States",-92.8793768,44.9957998
"Neptune, NJ, United States",-74.0314165,40.2005472
"Monticello, MN, United States",-93.7941378,45.3055201
"West Union, OH, United States",-83.5451934,38.7945166
"North Charleston, SC, United States",-79.9748103,32.8546197
"Gibsonton, FL, United States",-82.382593,27.8536365
"East Longmeadow, MA, United States",-72.5125863,42.0645396
"Hawaiian Gardens, CA, United States",-118.0728424,33.8314045
"Milton, FL, United States",-87.0396881,30.6324149
"Huntingburg, IN, United States",-86.9549971,38.2989422
"Brooksville, FL, United States",-82.3878709,28.5552719
"Methuen, MA, United States",-71.1908924,42.7262016
"Roxbury, MA, United States",-71.0913748,42.3151978
"Ellenwood, GA, United States",-84.2873662,33.609725
"San Augustine, TX, United States",-94.1060282,31.5299029
"Ossining, NY, United States",-73.8615246,41.1628731
"La Feria, TX, United States",-97.8238853,26.1589644
"Panorama City, CA, United States",-118.442425,34.227617
"Knob Noster, MO, United States",-93.5585458,38.7666798
"Logan, OH, United States",-82.4070986,39.5400672
"Hephzibah, GA, United States",-82.0967857,33.3140311
"Lebanon Junction, KY, United States",-85.7319042,37.8345086
"Jefferson, SC, United States",-80.3889566,34.6501547
"Redwood City, CA, United States",-122.2363548,37.4852152
"Canoga Park, CA, United States",-118.6058609,34.208254
"Dunkirk, NY, United States",-79.3339324,42.4795019
"Canadian, TX, United States",-100.3820772,35.91282
"Lancaster, PA, United States",-76.3055144,40.0378755
"Hooksett, NH, United States",-71.4651283,43.0967213
"Peoria, AZ, United States",-112.2373779,33.5805955
"Raymore, MO, United States",-94.4527294,38.801953
"Dover, DE, United States",-75.5243682,39.158168
"Lonoke, AR, United States",-91.8998611,34.7839795
"Jefferson, GA, United States",-83.5723876,34.1170537
"Eagle Mountain, UT, United States",-112.006882,40.3141169
"Yonkers, NY, United States",-73.8987469,40.9312099
"Wyandotte, MI, United States",-83.1499239,42.2142064
"Grand Prairie, TX, United States",-96.9977846,32.7459645
"Rockholds, KY, United States",-84.1163215,36.8286964
"Wilson, TX, United States",-101.7240454,33.3170352
"Galloway, OH, United States",-83.162972,39.913345
"Ware, MA, United States",-72.2398566,42.2598457
"Ridley Park, PA, United States",-75.3237993,39.8812236
"Fresno, TX, United States",-95.4474414,29.5388465
"Dalton, GA, United States",-84.9702228,34.7698021
"Hampton, GA, United States",-84.2829784,33.3870578
"Wataga, IL, United States",-90.2798474,41.0253155
"Salem, OR, United States",-70.8967155,42.51954
"Bloomington, IL, United States",-88.9936873,40.4842027
"Poughkeepsie, NY, United States",-73.9209701,41.7003713
"Loganville, GA, United States",-83.9007382,33.8389977
"Plant City, FL, United States",-82.1128641,28.0186323
"Berkley, MA, United States",-71.0828222,41.8459347
"Brainerd, MN, United States",-94.2020084,46.3526733
"Corbin, KY, United States",-84.0968761,36.9486986
"Bountiful, UT, United States",-111.880771,40.8893895
"Kokomo, IN, United States",-86.1336033,40.486427
"Deltona, FL, United States",-81.2636738,28.9005446
"Arlington, TX, United States",-97.1080656,32.735687
"Clarkson, KY, United States",-86.2213614,37.4953332
"Nebraska City, NE, United States",-95.8593616,40.6765745
"Orange, TX, United States",-93.7365549,30.0929879
"Yorkton, Saskatchewan, , Canada",-102.4739331,51.2174482
"Cleveland, TN, United States",-84.8766115,35.1595182
"Grove City, OH, United States",-83.0929644,39.8814519
"Wayne, MI, United States",-83.3863214,42.2814269
"North Wales, PA, United States",-75.2782317,40.2109404
"Bulverde, TX, United States",-98.4530729,29.7438332
"Carlyle, IL, United States",-89.3725796,38.6103264
"Sullivan, MO, United States",-91.1604207,38.2081045
"East Chicago, IN, United States",-87.4547635,41.6392024
"Orange, CA, United States",-117.8531119,33.7877944
"Science Hill, KY, United States",-84.6357766,37.1770222
"Marysville, OH, United States",-83.3671432,40.2364486
"Andover, OH, United States",-80.572296,41.6067211
"Renton, WA, United States",-122.2170661,47.4828776
"Sand Springs, OK, United States",-96.108891,36.1398102
"Kirkland, WA, United States",-122.2059833,47.6768927
"Waleska, GA, United States",-84.5521524,34.3164826
"Indian Head, MD, United States",-77.1622016,38.6001186
"Bell, CA, United States",-118.1870156,33.9775142
"Abilene, TX, United States",-99.7331439,32.4487364
"Riverview, FL, United States",-82.3264809,27.8661364
"Riverdale, GA, United States",-84.4132594,33.5726113
"Ocoee, FL, United States",-81.5439619,28.5691677
"Middletown, DE, United States",-75.7163207,39.449556
"Fayetteville, AR, United States",-94.1574263,36.0625795
"Stockbridge, GA, United States",-84.2338093,33.5442781
"Douglasville, GA, United States",-84.7477136,33.7514966
"Mechanicsburg, PA, United States",-77.0085876,40.2142565
"Farmington, NM, United States",-108.2186856,36.7280583
"Asheville, NC, United States",-82.5514869,35.5950581
"Brookings, OR, United States",-96.7983877,44.3113573
"Murrieta, CA, United States",-117.2139232,33.5539143
"Forest Park, IL, United States",-87.81367,41.8794758
"Union City, GA, United States",-84.5424299,33.5870558
"Cutler Bay, FL, United States",-80.3468593,25.5808323
"Tillamook, OR, United States",-123.8440137,45.4562158
"Cocoa, FL, United States",-80.7419984,28.3861159
"Van Wert, OH, United States",-84.5841223,40.8694927
"Baton Rouge, LA, United States",-91.1403196,30.4582829
"Duluth, MN, United States",-92.1004852,46.7866719
"Amsterdam, NY, United States",-74.190356,42.9377453
"North Bergen, NJ, United States",-74.012084,40.8042674
"Crowley, TX, United States",-97.3625172,32.5790251
"Salem, MA, United States",-70.8967155,42.51954
"Missouri City, TX, United States",-95.5377215,29.6185669
"Zeeland, MI, United States",-86.018651,42.8125246
"Hudsonville, MI, United States",-85.8650358,42.870859
"Livermore, CA, United States",-121.7680088,37.6818745
"Kaneohe, HI, United States",-157.7973653,21.3996475
"Grandview, MO, United States",-94.5330096,38.8858407
"Winston Salem, NC, United States",-80.244216,36.0998596
"Amelia, OH, United States",-84.2177136,39.0283966
"Lancaster, TX, United States",-96.7561082,32.5920798
"Caldwell, ID, United States",-116.6873596,43.6629384
"Daytona Beach, FL, United States",-81.0228331,29.2108147
"Pinson, TN, United States",-88.7206103,35.4900756
"Ontario, CA, United States",-117.6508876,34.0633443
"Clearfield, UT, United States",-112.0260538,41.1107771
"Stewartville, MN, United States",-92.4885079,43.8555186
"Reynoldsburg, OH, United States",-82.8121191,39.9547861
"Somerset, TX, United States",-98.6577985,29.2263504
"Hot Springs National Park, AR, United States",-93.0423545,34.5216915
"Rialto, CA, United States",-117.3703235,34.1064001
"Westbury, NY, United States",-73.5876273,40.7556561
"Gilbert, AZ, United States",-111.789027,33.3528264
"Huntsville, TX, United States",-95.5507771,30.7235263
"Pleasanton, TX, United States",-98.4786269,28.967194
"Winnetka, CA, United States",-118.5739621,34.2048586
"Seminole, FL, United States",-82.7912134,27.8397466
"New Castle, DE, United States",-75.5668166,39.6620397
"Hondo, TX, United States",-99.1414249,29.3474565
"Mansfield, OH, United States",-82.5154471,40.75839
"Thomasville, NC, United States",-80.0819879,35.8826369
"Globe, AZ, United States",-110.7864984,33.3942223
"Chiefland, FL, United States",-82.8598421,29.4749621
"Altadena, CA, United States",-118.1313188,34.190162
"Centreville, VA, United States",-77.4288769,38.8403909
"Emory, TX, United States",-95.7655183,32.874566
"Idaho Falls, ID, United States",-112.0339645,43.4916514
"Harrisburg, PA, United States",-76.8867008,40.2731911
"Middleton, TN, United States",-88.8908918,35.0645319
"New Galilee, PA, United States",-80.3995096,40.8356188
"Donna, TX, United States",-98.05195,26.1703525
"Waller, TX, United States",-95.9268986,30.0566085
"Porter, TX, United States",-95.2364276,30.1044506
"Canton, MI, United States",-83.482116,42.3086444
"Bluff City, TN, United States",-82.2609685,36.4742705
"Coatesville, PA, United States",-75.8238355,39.9831616
"Pana, IL, United States",-89.0800809,39.3889311
"Honesdale, PA, United States",-75.2587871,41.5767552
"Beaver Dam, WI, United States",-88.837329,43.4577692
"Hamilton, OH, United States",-84.5613355,39.3995008
"Wendell, NC, United States",-78.3697213,35.780987
"Compton, CA, United States",-118.2200712,33.8958492
"Madison, WI, United States",-89.4012302,43.0730517
"Valders, WI, United States",-87.8842583,44.0661044
"Belgrade, MT, United States",-111.1770945,45.7762463
"Henderson, CO, United States",-104.8660597,39.9202178
"Canfield, OH, United States",-80.7609121,41.0250584
"Mckeesport, PA, United States",-79.8641232,40.3470671
"Rittman, OH, United States",-81.7820775,40.9781103
"Sioux Falls, SD, United States",-96.7311034,43.5445959
"Grand Junction, CO, United States",-108.5506486,39.0638705
"Williamston, SC, United States",-82.4779053,34.6184471
"La Follette, TN, United States",-84.1199472,36.3828852
"Auburn, NY, United States",-76.5660529,42.9317335
"Palm Springs, FL, United States",-80.0961538,26.6359009
"Granite City, IL, United States",-90.1487199,38.7014389
"Marion, SC, United States",-79.4006069,34.178216
"Fredericksburg, VA, United States",-77.4605399,38.3031837
"Olympia, WA, United States",-122.9006951,47.0378741
"Springfield, OR, United States",-123.0220289,44.0462362
"Mableton, GA, United States",-84.5824329,33.8187167
"Summerville, SC, United States",-80.1756481,33.0185039
"Anderson, SC, United States",-82.6501332,34.5034394
"Rutherfordton, NC, United States",-81.9567716,35.3692877
"Freeport, IL, United States",-89.6212271,42.2966861
"North Fort Myers, FL, United States",-81.8800861,26.6672935
"Kingsport, TN, United States",-82.5618186,36.548434
"Racine, OH, United States",-81.9143031,38.9711908
"Hamden, CT, United States",-72.9026064,41.3838782
"Machesney Park, IL, United States",-89.0389956,42.3472406
"New Britain, CT, United States",-72.7795419,41.6612104
"Moravian Falls, NC, United States",-81.1823072,36.0967982
"Decatur, TX, United States",-97.5861393,33.2342834
"Boulder, CO, United States",-105.2705456,40.0149856
"Trenton, OH, United States",-84.4577222,39.4808905
"Elmira, NY, United States",-76.8077338,42.0897965
"Sun Valley, NV, United States",-119.7760234,39.5962993
"Glen Rock, PA, United States",-76.7302495,39.7931577
"Hawthorne, NY, United States",-73.7959666,41.1073183
"Camarillo, CA, United States",-119.0376023,34.2163937
"Greenfield, OH, United States",-83.3826928,39.3520084
"Lancaster, MA, United States",-71.6731242,42.4556452
"Sharon, PA, United States",-80.4934035,41.2331116
"Winchendon, MA, United States",-72.0439529,42.6871009
"Spring Hill, FL, United States",-82.5369872,28.4831682
"Centre Hall, PA, United States",-77.6861093,40.8475635
"Imperial Beach, CA, United States",-117.1130849,32.5839444
"Eustis, FL, United States",-81.6853534,28.8527675
"Chatham, IL, United States",-89.7045439,39.676163
"Del City, OK, United States",-97.4408698,35.4420062
"Montgomery Village, MD, United States",-77.2036041,39.172728
"Santa Cruz, CA, United States",-122.0307963,36.9741171
"Sinton, TX, United States",-97.5091611,28.0366818
"Two Rivers, WI, United States",-87.5692478,44.1538844
"Saint Croix Falls, WI, United States",-92.6396509,45.4099615
"Safety Harbor, FL, United States",-82.6931553,27.9908529
"Bronston, KY, United States",-84.6229965,36.9856324
"O Fallon, IL, United States",-89.910991,38.592323
"Knoxville, TN, United States",-83.9207392,35.9606384
"Clayton, NM, United States",-103.1841039,36.451693
"West Plains, MO, United States",-91.8523711,36.7281154
